Quebra;Quebra2;Código;Descrição;Quantidade;Faturamento;Preço médio;Custo Total;Imposto Estadual;Imposto Federal;Lucro;Margem;Markup;Participação;Acumulado;Classificação;ICMS ST;Fecop ST
08/02/2026;;00000000025594;DUETO RAMY MILHO E ERVILHA VAPOR LT 170G;1,000;4,59;4,59;2,81;0,00;0,42;1,78;29,53;63,35;0,01;88,48;;;
08/02/2026;;00000000025654;ACUCAR UNIAO MASCAVO 400G;1,000;11,49;11,49;7,58;0,00;0,00;3,91;34,03;51,58;0,03;88,51;;;
08/02/2026;;00000000025739;SB PO TIXAN YPE PRIMAVERA 22KG;24,000;482,76;20,11;420,00;0,00;44,66;62,76;3,75;14,94;0,46;88,98;;;
08/02/2026;;00000000025755;BISC PIRAQUE MAIZENA 175G;13,000;48,89;3,76;31,07;0,00;4,52;17,82;27,20;57,35;0,13;89,11;;;
08/02/2026;;00000000025789;DUETO OLE 200G;2,000;10,58;5,29;5,90;0,00;0,98;4,68;34,98;79,32;0,03;89,14;;;
08/02/2026;;00000000025797;BISC ADRIA AGUA SAL 170G;1,000;3,99;3,99;2,65;0,00;0,37;1,34;24,33;50,57;0,01;89,15;;;
08/02/2026;;00000000025853;REFRESCO TRINK TANGERINA 15G;9,000;9,81;1,09;5,31;1,96;0,73;4,50;18,47;84,75;0,03;89,19;;;
08/02/2026;;00000000025928;BISC PIRAQUE LEITE MALTADO 132G;1,000;4,79;4,79;2,69;0,00;0,44;2,10;34,59;78,07;0,02;89,20;;;
08/02/2026;;00000000025930;BISC PIRAQUE LEITE MALTADO CHOC 132G;1,000;4,89;4,89;2,89;0,00;0,45;2,00;31,65;69,20;0,01;89,22;;;
08/02/2026;;00000000025943;BIS LACTA CHOCOLATE BRANCO 1008G;1,000;8,99;8,99;5,80;0,00;0,83;3,19;26,23;55,00;0,02;89,24;;;
08/02/2026;;00000000025952;BISC RECH BONO CHOCOLATE 90G;1,000;3,29;3,29;1,99;0,00;0,30;1,30;30,26;65,33;0,01;89,25;;;
08/02/2026;;00000000025993;MAIONESE HELLMANNS SQZ CHURASCO 335G;1,000;17,99;17,99;9,19;0,00;1,66;8,80;39,67;95,76;0,07;89,32;;;
08/02/2026;;00000000026065;BIS LACTA CHOCOLATE 1008G;2,000;17,98;8,99;11,60;0,00;1,66;6,38;26,23;55,00;0,05;89,36;;;
08/02/2026;;00000000026084;REFRESCO FRISCO MANGA 18G;4,000;3,96;0,99;2,24;0,79;0,29;1,72;16,03;76,79;0,01;89,38;;;
08/02/2026;;00000000026203;SORV SLOOP CREME 15L;1,000;22,89;22,89;14,50;0,00;2,12;8,39;27,40;57,86;0,06;89,44;;;
08/02/2026;;00000000026204;SORV SLOOP AMORA SILVESTRE 15L;1,000;22,89;22,89;14,50;0,00;2,12;8,39;27,40;57,86;0,06;89,50;;;
08/02/2026;;00000000026205;SORV SLOOP MILHO VERDE 15L;1,000;22,89;22,89;14,50;0,00;2,12;8,39;27,40;57,86;0,06;89,56;;;
08/02/2026;;00000000026227;BISC PIT STOP PRESUNTO 137G;1,000;4,79;4,79;3,06;0,00;0,44;1,73;26,87;56,54;0,01;89,57;;;
08/02/2026;;00000000026228;TOR MARILAN MAGIC LEV 110G;1,000;6,99;6,99;4,58;0,00;0,65;2,41;25,23;52,62;0,02;89,59;;;
08/02/2026;;00000000026278;SUCO AURORA INTEGRAL UVA TINTO 1.5L;1,000;26,99;26,99;16,99;5,40;2,00;10,00;9,65;58,86;0,07;89,67;;;
08/02/2026;;00000000026343;ESC DENTAL BLY LV3 PG2 CERDAS DE PONTA FINA;2,000;17,98;8,99;0,00;1,26;0,00;17,98;92,99;0,00;0,13;89,80;;;
08/02/2026;;00000000026347;AVEIA NATURALE FLOCOS GROSSOS 170G;1,000;3,49;3,49;1,99;0,00;0,00;1,50;42,98;75,38;0,01;89,81;;;
08/02/2026;;00000000026356;MAIONESE FUGINI BICO SCH 180G;2,000;4,98;2,49;2,88;0,00;0,46;2,10;32,92;72,92;0,02;89,83;;;
08/02/2026;;00000000026409;CHANDELLE NESTLE DUETO 180G;1,000;8,49;8,49;5,45;1,70;0,00;3,04;15,81;55,78;0,02;89,85;;;
08/02/2026;;00000000026417;FILE DE PEITO FRANGO SADIA EM BIFE 800G;2,000;55,98;27,99;31,20;3,92;0,00;24,78;37,26;79,42;0,18;90,03;;;
08/02/2026;;00000000026458;SAB PALMOLIVE TANGERINA E ALECRIM 85G;2,000;6,38;3,19;3,46;0,45;0,00;2,92;38,75;84,39;0,02;90,05;;;
08/02/2026;;00000000026469;DELL VALLE LARANJA 200ML;1,000;3,49;3,49;2,12;0,00;0,32;1,37;30,01;64,62;0,01;90,06;;;
08/02/2026;;00000000026471;DELL VALLE UVA 200ML;1,000;3,49;3,49;2,12;0,00;0,32;1,37;30,01;64,62;0,01;90,07;;;
08/02/2026;;00000000026536;WAFER LIMAO  BAUDUCCO  92G;3,000;9,87;3,29;6,27;0,00;0,91;3,60;27,22;57,42;0,03;90,10;;;
08/02/2026;;00000000026537;WAFER MORANGO BAUDUCCO  92G;1,000;3,29;3,29;2,19;0,00;0,30;1,10;24,18;50,23;0,01;90,11;;;
08/02/2026;;00000000026609;PAO DOCE KG;1,692;42,30;25,00;18,70;2,96;0,00;23,60;48,81;126,24;0,17;90,28;;;
08/02/2026;;00000000026660;NECTAR DEL VALLE PESSEGO TP 200ML;2,000;6,98;3,49;4,24;1,40;0,52;2,74;11,86;64,62;0,02;90,30;;;
08/02/2026;;00000000026679;BISC FOFURA PRESUNTO 60G;2,000;5,58;2,79;3,10;0,00;0,52;2,48;35,19;80,00;0,02;90,32;;;
08/02/2026;;00000000026812;WAFER MINUETO LIMAO 81G;1,000;2,99;2,99;1,94;0,00;0,28;1,05;25,87;54,12;0,01;90,33;;;
08/02/2026;;00000000026813;WAFER MINUETO  BRIGADEIRO 81G;3,000;5,97;1,99;5,82;0,00;0,55;0,15;-6,74;2,58;0,00;90,33;;;
08/02/2026;;00000000026839;MOLHO 3EM1 GRANFINO  310G;1,000;11,29;11,29;7,31;0,00;1,04;3,98;26,00;54,45;0,03;90,36;;;
08/02/2026;;00000000026927;KIT LIMPADOR SUPER GLOBO 3X 500ML;2,000;25,98;12,99;15,58;0,00;2,40;10,40;30,78;66,75;0,08;90,44;;;
08/02/2026;;00000000026992;SUCRILHOS KELLOGGS ORIG L240G PAGUE 200G;2,000;23,78;11,89;11,60;0,00;2,20;12,18;41,97;105,00;0,09;90,53;;;
08/02/2026;;00000000026994;BOLO ANA MARIA BANOFFEE 70G;2,000;9,98;4,99;6,84;0,00;0,92;3,14;22,21;45,91;0,02;90,55;;;
08/02/2026;;00000000027027;LEITE PO NINHO INTEGRAL SH 350G;2,000;41,98;20,99;28,40;0,00;0,00;13,58;32,35;47,82;0,10;90,65;;;
08/02/2026;;00000000027044;REFRI COCA COLA  S/AC LT 220ML  GL;1,000;3,49;3,49;2,15;0,00;0,00;1,34;38,40;62,33;0,01;90,66;;;
08/02/2026;;00000000027078;BEB LAC  V CARIOCA  S DE FRUTAS 900G;1,000;7,89;7,89;4,90;1,58;0,00;2,99;17,90;61,02;0,02;90,68;;;
08/02/2026;;00000000027090;ENERG BALY BRASIL ABACAXI C/HORTELA 2L;1,000;11,99;11,99;7,50;0,00;0,00;4,49;37,45;59,87;0,03;90,71;;;
08/02/2026;;00000000027138;SB GLIC BARRA AZUL C/AMAC 180G;1,000;2,49;2,49;1,46;0,50;0,18;1,03;13,97;70,55;0,01;90,72;;;
08/02/2026;;00000000027149;TIRINHAS DE FRANGO PERDIGAO PCT 1KG;2,000;45,98;22,99;29,50;0,00;4,25;16,48;26,59;55,86;0,12;90,84;;;
08/02/2026;;00000000027169;BATATA PRINGLES LEMON PEPPER 104G;2,000;21,98;10,99;14,98;0,00;2,03;7,00;22,60;46,73;0,05;90,90;;;
08/02/2026;;00000000027197;GARFO DESC BELLO FESTAS 50UND;1,000;7,19;7,19;3,89;0,00;0,67;3,30;36,65;84,83;0,02;90,92;;;
08/02/2026;;00000000027227;PAPEL HIG ELITE C/12RLS;1,000;16,49;16,49;10,40;0,00;1,53;6,09;27,68;58,56;0,05;90,96;;;
08/02/2026;;00000000027254;MOLHO TOM QUERO TRAD 240G;3,000;8,97;2,99;5,64;0,00;0,83;3,33;27,87;59,04;0,02;90,99;;;
08/02/2026;;00000000027287;PAO PLUSVITA  12 GRAOS 350G;1,000;12,99;12,99;8,26;0,91;0,96;4,73;22,01;57,26;0,03;91,02;;;
08/02/2026;;00000000027288;BOMBOM LACTA OREO 201G;4,000;7,16;1,79;4,48;0,00;0,66;2,68;28,18;59,82;0,02;91,04;;;
08/02/2026;;00000000027293;ACHOC NESCAU  LT 350G;9,000;121,41;13,49;80,91;0,00;11,23;40,50;24,11;50,06;0,30;91,34;;;
08/02/2026;;00000000027399;AMAC URCA TERNURA BRANCO LV2L PG18L;5,000;24,90;4,98;19,95;0,00;2,30;4,95;10,63;24,81;0,04;91,38;;;
08/02/2026;;00000000027402;BATATA PALHA BOM GOSTO EXTRA FINA 90G;3,000;23,97;7,99;14,85;0,00;2,22;9,12;28,80;61,41;0,07;91,45;;;
08/02/2026;;00000000027403;BATATA PALHA BOM GOSTO TRADICIONAL 90G;1,000;7,99;7,99;4,95;0,00;0,74;3,04;28,80;61,41;0,02;91,47;;;
08/02/2026;;00000000027434;AGUA MINERAL LINDOYA 500ML;5,000;9,95;1,99;0,00;1,99;0,00;9,95;80,00;0,00;0,07;91,54;;;
08/02/2026;;00000000027437;AGUA MINERAL LINDOYA S/GAS 15L;17,000;59,33;3,49;36,89;11,87;0,00;22,44;17,82;60,83;0,17;91,71;;;
08/02/2026;;00000000027479;KIT SH/COND NOVEX CACHOS MAGICOS;2,000;49,98;24,99;30,94;0,00;0,00;19,04;38,10;61,54;0,14;91,85;;;
08/02/2026;;00000000027530;SALGADINHO FRITOP CEBOLA E SALSA 50G;4,000;7,96;1,99;5,16;0,00;0,74;2,80;25,93;54,26;0,02;91,87;;;
08/02/2026;;00000000027537;SALGADINHO FRITOP REQUEIJAO 200G;1,000;8,99;8,99;5,49;0,00;0,83;3,50;29,68;63,75;0,03;91,90;;;
08/02/2026;;00000000027539;SALGADINHO FRITOP QUEIJO 50G;6,000;11,94;1,99;7,74;0,00;1,10;4,20;25,93;54,26;0,03;91,93;;;
08/02/2026;;00000000027566;BOLO ANA MARIA TRIPLO CHOC 70G;2,000;9,98;4,99;6,02;0,00;0,92;3,96;30,43;65,78;0,03;91,96;;;
08/02/2026;;00000000027570;GOMA BUBBALOO HORTELA 5G;3,000;1,47;0,49;0,84;0,29;0,11;0,63;15,46;75,00;0,00;91,96;;;
08/02/2026;;00000000027614;LAVA ROUPA URCA MAXX COCO 800G;1,000;6,99;6,99;3,89;0,00;0,65;3,10;35,10;79,69;0,02;91,98;;;
08/02/2026;;00000000027636;COXINHA EMP SEARA  APIMENTADA 400G;1,000;18,99;18,99;12,24;0,00;1,76;6,75;26,30;55,15;0,05;92,03;;;
08/02/2026;;00000000027649;DEL VALLE FRUT UVA PET 200ML;1,000;2,19;2,19;1,33;0,00;0,20;0,86;30,02;64,66;0,01;92,04;;;
08/02/2026;;00000000027681;FAROFA B GOSTO CASEIRA SABOR BACON 300G;3,000;31,47;10,49;19,17;6,29;2,33;12,30;11,68;64,16;0,09;92,13;;;
08/02/2026;;00000000027689;BISC NESTLE CHOCO BISCUIT CHOC 78G;1,000;8,99;8,99;5,50;0,00;0,83;3,49;29,57;63,45;0,03;92,16;;;
08/02/2026;;00000000027719;ALCOOL MONTENEGRO 70 INPM 500ML;1,000;8,89;8,89;5,50;0,00;0,00;3,39;38,13;61,64;0,03;92,18;;;
08/02/2026;;00000000027720;SALG FRITOP CHURRASCO 50G;1,000;1,99;1,99;1,29;0,00;0,18;0,70;25,93;54,26;0,01;92,19;;;
08/02/2026;;00000000027750;SUCO DEL VALLE FRT CITRICAS 15L GL;1,000;6,89;6,89;4,44;1,38;0,51;2,45;8,16;55,18;0,02;92,21;;;
08/02/2026;;00000000027758;SUCO DEL VALLE FRUT LARANJA 15L QT;1,000;5,49;5,49;3,75;1,10;0,41;1,74;4,29;46,40;0,01;92,22;;;
08/02/2026;;00000000027787;BISC ZOO CARTOON MORANGO 85G;1,000;2,49;2,49;1,55;0,00;0,23;0,94;28,50;60,65;0,01;92,23;;;
08/02/2026;;00000000027844;BISC PETYAN COCO 350G;1,000;5,49;5,49;0,00;0,00;0,51;5,49;90,75;0,00;0,04;92,27;;;
08/02/2026;;00000000027862;ACHOCOLATADO PREDILECTA SACHE 370G;2,000;11,98;5,99;0,00;0,00;1,11;11,98;90,75;0,00;0,09;92,35;;;
08/02/2026;;00000000027887;LINGUICA REZENDE CALABRESA KG;0,744;17,10;22,98;10,04;1,20;1,27;7,06;26,86;70,25;0,05;92,41;;;
08/02/2026;;00000000027890;CHA MATTE LEAO LIMAO ZERO 15L QT;2,000;18,98;9,49;11,80;3,80;0,00;7,18;17,83;60,85;0,05;92,46;;;
08/02/2026;;00000000027902;AGUA LINDOIA PREMIUM C/GAS 15L;6,000;32,94;5,49;0,00;6,59;0,00;32,94;80,00;0,00;0,24;92,70;;;
08/02/2026;;00000000027931;CHOCOLATTO 3CORACOES LATA 350G;1,000;10,57;10,57;6,90;0,00;0,98;3,67;25,47;53,19;0,03;92,73;;;
08/02/2026;;00000000027933;YOFRUTINHA MORANGO 320G;3,000;17,97;5,99;0,00;0,00;0,00;17,97;100,00;0,00;0,13;92,86;;;
08/02/2026;;00000000027945;VINHO MIORANZA TINTO SUAVE 750ML;1,000;15,95;15,95;13,50;3,19;1,18;2,45;-12,04;18,15;0,02;92,88;;;
08/02/2026;;00000000027948;VINHO TINTO SUAVE VERZA 1L;1,000;27,99;27,99;17,50;5,60;2,07;10,49;10,08;59,94;0,08;92,96;;;
08/02/2026;;00000000027949;VINHO PORTUGUES TINTO INTIMISTA 750ML;1,000;38,99;38,99;25,00;7,80;2,89;13,99;8,48;55,96;0,10;93,06;;;
08/02/2026;;00000000027977;M.TODESCHINI SEMOLA PARAFUSO 1K;1,000;7,99;7,99;5,10;0,56;0,00;2,89;29,16;56,67;0,02;93,08;;;
08/02/2026;;00000000027992;FAROFA GRANFINO COST LIMAO 250G;1,000;7,19;7,19;4,62;1,44;0,53;2,57;8,34;55,63;0,02;93,10;;;
08/02/2026;;00000000028008;BISC RECH ZOO CARTOON MARSHMALLOW 85G;15,000;37,35;2,49;22,65;0,00;3,45;14,70;30,11;64,90;0,11;93,21;;;
08/02/2026;;00000000028040;CAFE CAPPUCCINO 3 CORACOES CHOCOLATE SACHE 20G;7,000;17,43;2,49;11,06;0,00;0,00;6,37;36,55;57,59;0,05;93,26;;;
08/02/2026;;00000000028041;CAFE CAPPUCCINO 3 CORACOES CLASSIC SACHE 20G;11,000;27,39;2,49;17,38;0,00;0,00;10,01;36,55;57,59;0,07;93,33;;;
08/02/2026;;00000000028052;PAPEL TOALHA BELI POP 2;5,000;18,95;3,79;11,90;0,00;1,75;7,05;27,95;59,24;0,05;93,38;;;
08/02/2026;;00000000028077;CD COLGATE TOTAL 90G ORIGINAL MINT;3,000;34,47;11,49;21,57;0,00;0,00;12,90;37,42;59,81;0,10;93,48;;;
08/02/2026;;00000000028095;CLORO ATIVO BARRA 2L;1,000;8,99;8,99;5,47;1,80;0,67;3,52;11,75;64,35;0,03;93,51;;;
08/02/2026;;00000000028097;BOMBONS GAROTO SORTIDOS GRATIS 20% 250G;3,000;50,97;16,99;35,97;0,00;4,71;15,00;20,18;41,70;0,11;93,62;;;
08/02/2026;;00000000028101;LEITE PO FAZENDAS DO RIO SCH 350G;1,000;17,89;17,89;9,70;3,58;0,00;8,19;25,78;84,43;0,06;93,68;;;
08/02/2026;;00000000028105;MOLHO POMODORO TRADICIONAL SACHE 300G;1,000;1,99;1,99;1,27;0,00;0,18;0,72;26,93;56,69;0,01;93,68;;;
08/02/2026;;00000000028109;BISCOITO SALGADINHO POINT CHIPS BACON 180G;2,000;17,98;8,99;10,58;0,00;1,66;7,40;31,91;69,94;0,05;93,74;;;
08/02/2026;;00000000028110;BISCOITO SALGADINHO POINT CHIPS QUEIJO PARMESAO 200G;2,000;17,98;8,99;10,58;0,00;1,66;7,40;31,91;69,94;0,05;93,79;;;
08/02/2026;;00000000028148;CRYSTAL SABORIZADA MACA PET 510ML;4,000;18,76;4,69;11,96;3,75;0,00;6,80;16,25;56,86;0,05;93,84;;;
08/02/2026;;00000000028170;NINHO CMPTO LACT LATA 380G;1,000;19,79;19,79;0,00;3,96;0,00;19,79;80,00;0,00;0,15;93,99;;;
08/02/2026;;00000000028256;BATATA PRINGLES PIMENTA BIQUINHO 100G;2,000;24,98;12,49;14,98;0,00;2,31;10,00;30,78;66,76;0,07;94,06;;;
08/02/2026;;00000000028270;NIVEA DESOD AERO INV BL&WHT PWR E.ECONOMICA 200ML;1,000;14,99;14,99;9,59;0,00;0,00;5,40;36,02;56,31;0,04;94,10;;;
08/02/2026;;00000000028281;HID.PAIXAO BRIDGERTON DAMA DE PRATA..200ML;1,000;10,79;10,79;6,46;0,00;0,00;4,33;40,13;67,03;0,03;94,13;;;
08/02/2026;;00000000028296;TOALHA UMEDECIDA HELLO BABY C/ TAMPA 130FOLHAS;1,000;7,99;7,99;4,99;0,00;0,00;3,00;37,55;60,12;0,02;94,16;;;
08/02/2026;;00000000028315;PH DELUXE COTTON 4 ROLOS;1,000;5,69;5,69;3,52;0,40;0,00;2,17;31,14;61,65;0,02;94,17;;;
08/02/2026;;00000000028932;ERVILHA CONGELADA KG;0,258;5,16;20,00;3,35;0,00;0,48;1,81;25,75;53,85;0,01;94,19;;;
08/02/2026;;00000000123456;TX ENTREGA;20,000;132,99;6,65;0,00;0,00;0,00;132,99;100,00;0,00;0,98;95,17;;;
08/02/2026;;00000000789600;NECTAR DAFRUTA CAJU 200ML;3,000;6,87;2,29;4,35;1,37;0,51;2,52;9,28;57,93;0,02;95,19;;;
08/02/2026;;00000000789661;BEB LAC YOFRUTA MORANGO 1L;3,000;22,47;7,49;14,10;0,00;0,00;8,37;37,25;59,36;0,06;95,25;;;
08/02/2026;;00000000789675;BEB LAC YOFRUTA SAL FRUTAS 1L;3,000;22,47;7,49;14,10;0,00;0,00;8,37;37,25;59,36;0,06;95,31;;;
08/02/2026;;00000000789682;BEB LAC YOFRUTA SAL.FRUTAS 170G;2,000;4,58;2,29;2,90;0,00;0,00;1,68;36,68;57,93;0,01;95,32;;;
08/02/2026;;00000000789683;BEB LAC YOFRUTA MORANGO 170G;3,000;6,87;2,29;4,35;0,00;0,00;2,52;36,68;57,93;0,02;95,34;;;
08/02/2026;;00000000789699;COCA COLA ZERO 600ML GL;1,000;6,99;6,99;4,49;1,40;0,00;2,50;15,77;55,68;0,02;95,36;;;
08/02/2026;;00000000789705;MASSA ARROZ URBANO PARAFUSO C/OVOS 500G;1,000;5,39;5,39;3,46;0,38;0,00;1,93;28,79;55,78;0,01;95,37;;;
08/02/2026;;00000000789707;PANO MULTIUSO LIMPPANO FURATO 5UND;1,000;6,39;6,39;4,24;1,28;0,47;2,15;6,25;50,71;0,02;95,39;;;
08/02/2026;;00000000789709;KAPO LARANJA 200ML;1,000;2,27;2,27;1,78;0,45;0,00;0,49;1,59;27,53;0,00;95,39;;;
08/02/2026;;00000000789712;KAPO UVA 200ML;5,000;13,43;2,69;8,90;2,69;0,00;4,53;13,73;50,90;0,03;95,43;;;
08/02/2026;;00000000789747;DES AERO NIVEA PEARL BEAUTY 200ML;1,000;14,49;14,49;9,59;0,00;0,00;4,90;33,82;51,09;0,04;95,46;;;
08/02/2026;;00000000789818;CHANDELLE NESTLE CHOCOLATE 180G;2,000;17,38;8,69;10,90;3,48;0,00;6,48;17,28;59,45;0,05;95,51;;;
08/02/2026;;00000000789871;CR DENTAL SORRISO T LIMP 70G;2,000;6,98;3,49;2,06;0,49;0,00;4,92;63,50;238,83;0,04;95,55;;;
08/02/2026;;00000000789873;ROSQUINHA MABEL COCO 300G;3,000;16,47;5,49;10,47;0,00;1,52;6,00;27,18;57,31;0,04;95,59;;;
08/02/2026;;00000000789890;SOBRECOXAS SADIA TEMP FACIL PCT 800G;2,000;34,98;17,49;24,70;2,45;0,00;10,28;22,39;41,62;0,08;95,67;;;
08/02/2026;;00000000789906;CHOCOLATE 5 STAR LACTA  40G;1,000;4,99;4,99;3,14;0,00;0,46;1,85;27,82;58,92;0,01;95,68;;;
08/02/2026;;00000000789910;SH SEDA CERAMIDAS 325ML;1,000;14,29;14,29;8,49;0,00;0,00;5,80;40,59;68,32;0,04;95,72;;;
08/02/2026;;00000000789922;VINHO GALIOTTO SUAVE 2L;1,000;53,99;53,99;34,80;0,00;4,99;19,19;26,29;55,14;0,14;95,87;;;
08/02/2026;;00000000789949;MAC INST NISSIN LAMEN BACON 85G;4,000;11,96;2,99;8,04;0,00;0,00;3,92;32,78;48,76;0,03;95,89;;;
08/02/2026;;00000000789981;DESINF PINHO YPE TRAD 500ML;2,000;11,98;5,99;7,14;2,40;0,89;4,84;13,00;67,79;0,04;95,93;;;
08/02/2026;;00000000790127;ICE SYN LEMON 300ML;8,000;26,32;3,29;17,44;5,26;1,95;8,88;6,34;50,92;0,07;96,00;;;
08/02/2026;;00000000790159;PALITOS DENTE PARANA 200UND;2,000;3,98;1,99;2,24;0,80;0,29;1,74;16,32;77,68;0,01;96,01;;;
08/02/2026;;00000000790284;STEAK DE FRANGO PIF PAF 100G;9,000;26,91;2,99;16,02;0,00;2,49;10,89;31,22;67,98;0,08;96,09;;;
08/02/2026;;00000000790288;HAMBURGUER PIF PAF FRANGO CX 672G;1,000;20,99;20,99;13,89;0,00;1,94;7,10;24,58;51,12;0,05;96,14;;;
08/02/2026;;00000000790311;KAPO MELANCIA 200ML;7,000;19,53;2,79;12,46;3,91;1,45;7,07;8,80;56,74;0,05;96,19;;;
08/02/2026;;00000000790333;MANDIOCA SEARA 1KG;1,000;9,49;9,49;0,00;0,00;0,88;9,49;90,75;0,00;0,07;96,26;;;
08/02/2026;;00000000790340;IOG DANONE VITAMINA DE FRUTAS 170G;1,000;4,19;4,19;2,69;0,84;0,00;1,50;15,80;55,76;0,01;96,28;;;
08/02/2026;;00000000790369;COLORIFICO KIMIMO 100G;2,000;4,58;2,29;2,82;0,00;0,42;1,76;29,18;62,41;0,01;96,29;;;
08/02/2026;;00000007891144;VINHO CONCHA Y TORO CARMENERE 750ML;1,000;29,99;29,99;18,90;0,00;2,77;11,09;27,73;58,68;0,08;96,37;;;
08/02/2026;;00000007891145;VINHO CONCHA Y TORO MERLOT 750ML;2,000;59,98;29,99;37,80;12,00;4,44;22,18;9,58;58,68;0,16;96,53;;;
08/02/2026;;00000007891151;STEAK DE FRANGO SEARA 100G;1,000;2,89;2,89;1,67;0,00;0,27;1,22;32,96;73,05;0,01;96,54;;;
08/02/2026;;00000007891199;GOIABADA PREDILECTA  300G;1,000;5,49;5,49;3,14;0,00;0,51;2,35;33,56;74,84;0,02;96,56;;;
08/02/2026;;00000007891206;COBERTURA PREDILECTA CHOC 200G;1,000;8,99;8,99;5,67;0,00;0,83;3,32;27,68;58,55;0,02;96,59;;;
08/02/2026;;00000007891230;VINHO GALIOTTO SUAVE 750ML;1,000;22,99;22,99;14,60;4,60;1,70;8,39;9,09;57,47;0,06;96,65;;;
08/02/2026;;00000007891242;PALITOS DENTE PARANA 100UND;2,000;2,98;1,49;1,14;0,60;0,22;1,84;34,34;161,40;0,01;96,66;;;
08/02/2026;;00000007891244;UVA PASSA VALE FERTIL SCH 80G;1,000;4,49;4,49;2,71;0,90;0,33;1,78;12,24;65,68;0,01;96,67;;;
08/02/2026;;00000007891275;AMAC URCA ROSA FLORAL LV2L PG18L;2,000;10,98;5,49;7,98;0,00;1,02;3,00;18,07;37,59;0,02;96,70;;;
08/02/2026;;00000007891315;GELATINA ROYAL FRAMBOESA 25G;1,000;2,49;2,49;1,54;0,50;0,18;0,95;10,75;61,69;0,01;96,70;;;
08/02/2026;;00000007891335;REFRI COCA COLA ZERO 15L GL;7,000;67,83;9,69;39,13;0,00;0,00;28,70;42,31;73,35;0,21;96,92;;;
08/02/2026;;00000007891343;CAFE FORT TORRADO 250G;6,000;98,94;16,49;64,50;6,92;0,00;34,44;27,81;53,40;0,25;97,17;;;
08/02/2026;;00000007891344;CAFE PIMPINELA GOLDEN 500G;2,000;73,78;36,89;51,00;5,16;0,00;22,78;23,88;44,67;0,17;97,34;;;
08/02/2026;;00000007891351;CAPP 3 CORACOES COOKIES/CREAM 250ML;1,000;8,99;8,99;5,71;0,00;0,83;3,28;27,23;57,44;0,02;97,36;;;
08/02/2026;;00000007891361;CERV BRAHMA LT 473ML GL;2,000;11,98;5,99;7,48;0,00;0,00;4,50;37,56;60,16;0,03;97,40;;;
08/02/2026;;00000007891365;TEMPERO MISTO BOM GOSTO 30G;1,000;4,89;4,89;3,05;0,98;0,36;1,84;10,23;60,33;0,01;97,41;;;
08/02/2026;;00000007891412;ISQUEIRO BIC MAX 1UND;2,000;15,78;7,89;8,90;3,16;1,17;6,88;16,20;77,30;0,05;97,46;;;
08/02/2026;;00000007891413;ISQUEIRO BIC MINI 1UND;1,000;5,89;5,89;3,43;1,18;0,44;2,46;14,37;71,72;0,02;97,48;;;
08/02/2026;;00000007896189;SAB PHEBO ODOR DE ROSAS 90G;3,000;20,37;6,79;11,58;1,43;0,00;8,79;36,15;75,91;0,06;97,54;;;
08/02/2026;;00000007896225;GELATINA ROYAL LIMAO 25G;1,000;2,49;2,49;1,45;0,50;0,18;1,04;14,37;71,72;0,01;97,55;;;
08/02/2026;;00000007896244;CERV HEINEKEN LN 330ML GL;6,000;53,94;8,99;33,60;0,00;0,00;20,34;37,71;60,54;0,15;97,70;;;
08/02/2026;;00000007896245;REFRI PEPSI 15L GL;3,000;23,07;7,69;15,12;0,00;0,00;7,95;34,46;52,58;0,06;97,76;;;
08/02/2026;;00000007896340;BISC CLUB SOCIAL PIZZA 141G;1,000;6,49;6,49;3,91;0,00;0,60;2,58;30,50;65,98;0,02;97,78;;;
08/02/2026;;00000007896493;BISC RECH CSOCIAL QUEIJO/TOMATE 106G;1,000;6,49;6,49;4,22;0,00;0,60;2,27;25,73;53,79;0,02;97,80;;;
08/02/2026;;00000007896507;LIMP CASA PERFUME ESPECIALE 500ML;1,000;5,99;5,99;3,45;0,00;0,55;2,54;33,15;73,62;0,02;97,81;;;
08/02/2026;;00000007896512;QUEIJO PRESIDENT MUSSARELA 150G;1,000;11,99;11,99;5,99;2,40;0,00;6,00;30,04;100,17;0,04;97,86;;;
08/02/2026;;00000007896515;BISC RECH PASSATEMPO CHOC 130G;2,000;6,38;3,19;3,90;0,00;0,59;2,48;29,62;63,59;0,02;97,88;;;
08/02/2026;;00000007896524;FAROFA CASEIRA BOM GOSTO 300G;1,000;9,49;9,49;5,79;1,90;0,70;3,70;11,59;63,90;0,03;97,90;;;
08/02/2026;;00000007896537;GELATINA S/SABOR DR.OETKER 24G;2,000;19,98;9,99;13,00;4,00;1,48;6,98;7,53;53,69;0,05;97,96;;;
08/02/2026;;00000007896612;POLENGUINHO 17G;3,000;4,47;1,49;2,40;0,89;0,33;2,07;18,91;86,25;0,02;97,97;;;
08/02/2026;;00000007896621;IOG NESTLE MORANGO 170G;2,000;9,98;4,99;5,14;2,00;0,00;4,84;28,50;94,16;0,04;98,01;;;
08/02/2026;;00000007896622;IOG NESTLE MORANGO 900G;1,000;15,79;15,79;10,03;3,16;0,00;5,76;16,48;57,43;0,04;98,05;;;
08/02/2026;;00000007896706;AP BARBEAR BIC CONFORT3 BLACK;1,000;5,99;5,99;3,55;0,00;0,55;2,44;31,48;68,73;0,02;98,07;;;
