Quebra;Quebra2;Código;Descrição;Quantidade;Faturamento;Preço médio;Custo Total;Imposto Estadual;Imposto Federal;Lucro;Margem;Markup;Participação;Acumulado;Classificação;ICMS ST;Fecop ST
18/02/2026;;00000000001055;MOLHO POMAROLA TRADICIONAL TP 520G;2,000;13,92;6,96;7,92;0,00;1,29;6,00;33,85;75,76;0,04;3,94;;;
18/02/2026;;00000000001076;EXT TOMATE ELEFANTE 130G;1,000;4,99;4,99;3,23;0,00;0,46;1,76;26,02;54,49;0,01;3,95;;;
18/02/2026;;00000000001111;MOLHO TOMATE FUGINI TRAD SH 300G;12,000;26,27;2,19;14,04;0,00;2,43;12,23;37,31;87,11;0,09;4,05;;;
18/02/2026;;00000000001119;MILHO VERDE OLE VD 170G;1,000;5,79;5,79;3,39;0,00;0,54;2,40;32,20;70,80;0,02;4,06;;;
18/02/2026;;00000000001134;SARDINHA PESCADOR MLH TOMATE 125G;1,000;6,69;6,69;4,20;0,00;0,62;2,49;27,97;59,29;0,02;4,08;;;
18/02/2026;;00000000001136;MILHO VERDE QUERO LT 280G;6,000;27,18;4,53;17,94;0,00;2,51;9,24;24,75;51,51;0,07;4,15;;;
18/02/2026;;00000000001141;MAIONESE HELLMANNS PT 500G;9,000;92,91;10,32;80,91;0,00;8,59;12,00;3,67;14,83;0,09;4,24;;;
18/02/2026;;00000000001145;TEMPERO SAZON CARNE 60G;1,000;7,49;7,49;4,76;0,00;0,69;2,73;27,20;57,35;0,02;4,26;;;
18/02/2026;;00000000001148;TEMPERO SAZON FEIJAO 60G;1,000;7,49;7,49;4,76;0,00;0,69;2,73;27,20;57,35;0,02;4,28;;;
18/02/2026;;00000000001150;TEMPERO SAZON NORDESTE 60G;2,000;14,98;7,49;9,52;0,00;1,39;5,46;27,20;57,35;0,04;4,32;;;
18/02/2026;;00000000001154;TEMPERO SAZON ALHO 60G;1,000;7,49;7,49;4,76;0,00;0,69;2,73;27,20;57,35;0,02;4,34;;;
18/02/2026;;00000000001156;TEMPERO SAZON MASSA 60G;1,000;7,49;7,49;4,76;0,00;0,69;2,73;27,20;57,35;0,02;4,36;;;
18/02/2026;;00000000001164;MAIONESE QUERO 200G;3,000;13,36;4,45;8,88;0,00;1,24;4,48;24,28;50,45;0,03;4,40;;;
18/02/2026;;00000000001176;KETCHUP PREDILECTA TRAD 400G;16,000;79,84;4,99;59,04;0,00;7,39;20,80;16,80;35,23;0,16;4,55;;;
18/02/2026;;00000000001177;KETCHUP PREDILECTA TRAD 200G;5,000;23,95;4,79;14,95;0,00;2,22;9,00;28,33;60,20;0,07;4,62;;;
18/02/2026;;00000000001178;MOSTARDA PREDILECTA  180G;8,000;38,32;4,79;23,12;0,00;3,54;15,20;30,42;65,74;0,11;4,73;;;
18/02/2026;;00000000001207;AGUA SANITARIA LIMPADUA 2L;6,000;28,74;4,79;17,94;0,00;2,66;10,80;28,33;60,20;0,08;4,82;;;
18/02/2026;;00000000001213;GELEIA MOCOTO DUCOPO TUTTI FRUTTI VD 180G;1,000;7,19;7,19;4,49;1,44;0,53;2,70;10,15;60,13;0,02;4,84;;;
18/02/2026;;00000000001223;VINAGRE PEIXE TINTO 500ML;1,000;6,49;6,49;4,09;0,45;0,48;2,40;22,58;58,68;0,02;4,85;;;
18/02/2026;;00000000001245;AVEIA QUAKER FLOCOS FINO 165G;1,000;6,49;6,49;4,11;1,30;0,48;2,38;9,27;57,91;0,02;4,87;;;
18/02/2026;;00000000001249;ACHOC NESCAU 200G;1,000;9,19;9,19;5,95;0,00;0,85;3,24;26,01;54,45;0,02;4,90;;;
18/02/2026;;00000000001268;LEITE ELEGE INTEGRAL 1L;104,000;465,99;4,48;498,16;0,00;0,00;-32,17;-6,90;-6,46;-0,24;4,65;;;
18/02/2026;;00000000001270;LEITE QUATA UHT INTEGRAL 1L;14,000;67,06;4,79;67,20;0,00;0,00;-0,14;-0,21;-0,21;0,00;4,65;;;
18/02/2026;;00000000001271;ACUCAR UNIAO REFINADO 1KG;13,000;70,85;5,45;47,19;0,00;0,00;23,66;33,39;50,14;0,18;4,83;;;
18/02/2026;;00000000001276;CAFE 3 CORACOES EXTRA FORTE 500G;1,000;36,99;36,99;25,76;2,59;0,00;11,23;23,36;43,59;0,08;4,91;;;
18/02/2026;;00000000001282;ACUCAR CARAVELAS REFINADO 1KG;13,000;68,49;5,27;45,37;0,00;0,00;23,12;33,76;50,96;0,17;5,09;;;
18/02/2026;;00000000001284;FEIJAO MAXIMO PRETO 1KG;4,000;32,76;8,19;22,00;0,00;0,00;10,76;32,84;48,91;0,08;5,17;;;
18/02/2026;;00000000001287;ARROZ FAZENDA PARBOILIZADO 5KG;1,000;18,56;18,56;12,67;0,00;0,00;5,89;31,73;46,49;0,04;5,21;;;
18/02/2026;;00000000001289;OLEO DE SOJA SOYA 900ML;31,000;291,68;9,41;207,39;0,00;0,00;84,29;28,90;40,64;0,63;5,84;;;
18/02/2026;;00000000001293;ARROZ CARRETEIRO BRANCO 1KG;12,000;59,88;4,99;40,44;0,00;0,00;19,44;32,46;48,07;0,15;5,99;;;
18/02/2026;;00000000001294;SAL ITA REFINADO 1KG;7,000;23,03;3,29;13,65;0,00;2,13;9,38;31,48;68,72;0,07;6,06;;;
18/02/2026;;00000000001301;ARROZ TIO JOAO PARBOILIZADO 1KG;1,000;7,99;7,99;5,20;0,00;0,00;2,79;34,92;53,65;0,02;6,08;;;
18/02/2026;;00000000001303;ARROZ FAZENDA PARBOILIZADO 1KG;4,000;17,18;4,29;10,12;0,00;0,00;7,06;41,09;69,76;0,05;6,13;;;
18/02/2026;;00000000001306;ARROZ MAXIMO BRANCO 1KG;8,000;47,92;5,99;37,84;0,00;0,00;10,08;21,04;26,64;0,08;6,21;;;
18/02/2026;;00000000001309;FARINHA DE TRIGO ROSA BRANCA 1KG;8,000;42,28;5,28;26,08;0,00;0,00;16,20;38,32;62,12;0,12;6,33;;;
18/02/2026;;00000000001324;CAFE PILAO TRADICIONAL 250G;3,000;71,97;23,99;47,82;0,00;0,00;24,15;33,56;50,50;0,18;6,51;;;
18/02/2026;;00000000001328;FUBA MILHO GRANFINO 1KG;1,000;4,49;4,49;2,50;0,00;0,00;1,99;44,32;79,60;0,01;6,53;;;
18/02/2026;;00000000001331;FEIJAO BRANCO GRANFINO 500G;2,000;17,58;8,79;10,40;0,00;0,00;7,18;40,84;69,04;0,05;6,58;;;
18/02/2026;;00000000001332;PAO PLUSVITA ZERO 12 GRAOS 350G;1,000;12,99;12,99;8,26;0,91;0,96;4,73;22,01;57,26;0,04;6,62;;;
18/02/2026;;00000000001333;PAO FORMA PLUSVITA TRAD 480G;21,000;188,72;8,99;120,96;13,22;13,97;67,76;21,50;56,02;0,51;7,12;;;
18/02/2026;;00000000001336;BISNAGUITO PLUS VITA 300G;2,000;18,98;9,49;12,66;0,00;1,76;6,32;24,05;49,92;0,05;7,17;;;
18/02/2026;;00000000001338;BOLO PLUSVITA LARANJA  250G;1,000;12,49;12,49;7,97;0,00;1,16;4,52;26,94;56,71;0,03;7,20;;;
18/02/2026;;00000000001342;FEIJAO KICALDO PRETO 1KG;16,000;95,84;5,99;84,80;0,00;0,00;11,04;11,52;13,02;0,08;7,29;;;
18/02/2026;;00000000001349;MASSA ESPAGUETE GALO 1KG;9,000;60,40;6,71;41,13;4,23;0,00;19,27;24,90;46,85;0,14;7,43;;;
18/02/2026;;00000000001350;MASSA ALDENTE ESPAGUETE 1KG;4,000;24,76;6,19;15,96;1,73;0,00;8,80;28,54;55,14;0,07;7,50;;;
18/02/2026;;00000000001353;MASSA ESPAGUETE GALO 500G;2,000;10,98;5,49;7,26;0,77;0,00;3,72;26,89;51,24;0,03;7,52;;;
18/02/2026;;00000000001357;DOCE DE LEITE XAMEGO BOM  400G;2,000;19,98;9,99;11,94;4,00;1,48;8,04;12,84;67,34;0,06;7,59;;;
18/02/2026;;00000000001359;LEITE PO PIRACANJUBA 400G;2,000;39,98;19,99;28,50;8,00;0,00;11,48;8,71;40,28;0,09;7,67;;;
18/02/2026;;00000000001365;CHA MATTE LEAO NATURAL 100G;1,000;9,49;9,49;5,53;0,00;0,88;3,96;32,48;71,61;0,03;7,70;;;
18/02/2026;;00000000001375;FARINHA MAND GRANFINO TORRADA 1KG;1,000;7,89;7,89;4,65;0,55;0,00;3,24;34,07;69,68;0,02;7,73;;;
18/02/2026;;00000000001379;BISC LOOK CHOCOLATE 55G;4,000;13,93;3,48;8,36;0,00;1,29;5,57;30,74;66,63;0,04;7,77;;;
18/02/2026;;00000000001380;BISC LOOK MORANGO 55G;1,000;3,49;3,49;2,09;0,00;0,32;1,40;30,86;66,99;0,01;7,78;;;
18/02/2026;;00000000001383;COCO RALADO UMIDO MENINA 50G;1,000;2,69;2,69;1,46;0,54;0,00;1,23;25,72;84,25;0,01;7,79;;;
18/02/2026;;00000000001389;MAC NISSIN GALINHA CAIPIRA PICANTE 80G;1,000;2,19;2,19;2,01;0,00;0,00;0,18;8,22;8,96;0,00;7,79;;;
18/02/2026;;00000000001409;MASSA ALDENTE NINHO FINO 500G;1,000;4,49;4,49;2,88;0,31;0,00;1,61;28,86;55,90;0,01;7,80;;;
18/02/2026;;00000000001436;MASSA GALO PARAFUSO SEMOLA 500G;5,000;22,33;4,47;18,15;1,56;0,00;4,18;11,72;23,03;0,03;7,83;;;
18/02/2026;;00000000001437;MASSA SEMOLA GALO GRAVATA 500G;1,000;6,79;6,79;4,55;0,48;0,00;2,24;25,98;49,23;0,02;7,85;;;
18/02/2026;;00000000001454;ADOCANTE ASSUGRIN 100ML;3,000;14,37;4,79;7,53;2,87;1,06;6,84;20,20;90,84;0,05;7,90;;;
18/02/2026;;00000000001455;MAC INST TALHARIM FRANGO 90G;5,000;23,95;4,79;15,15;0,00;0,00;8,80;36,74;58,09;0,07;7,97;;;
18/02/2026;;00000000001456;MAC INST TALHARIM BOLONHESA 90G;4,000;17,96;4,49;12,12;0,00;0,00;5,84;32,52;48,18;0,04;8,01;;;
18/02/2026;;00000000001457;MAC INST NISSIN SUAVE CARNE 85G;2,000;5,98;2,99;4,18;0,00;0,00;1,80;30,10;43,06;0,01;8,02;;;
18/02/2026;;00000000001458;MAC INST NISSIN SUAVE GALINHA 85G;2,000;5,98;2,99;4,18;0,00;0,00;1,80;30,10;43,06;0,01;8,04;;;
18/02/2026;;00000000001462;MAC INST NISSIN LAMEN CARNE 85G;11,000;32,89;2,99;22,11;0,00;0,00;10,78;32,78;48,76;0,08;8,12;;;
18/02/2026;;00000000001463;MAC INST NISSIN LAMEN GALINHA CAIPIRA 85G;29,000;86,71;2,99;58,29;0,00;0,00;28,42;32,78;48,76;0,21;8,33;;;
18/02/2026;;00000000001476;LEITE ELEGE DESNATADO 1LT;9,000;30,87;3,43;43,11;0,00;0,00;-12,24;-39,65;-28,39;-0,09;8,24;;;
18/02/2026;;00000000001484;OLEO SINGER DE MAQUINA 100ML;2,000;19,98;9,99;11,68;4,00;1,48;8,30;14,14;71,06;0,06;8,30;;;
18/02/2026;;00000000001489;CHA LEAO FUZE CAMOMILA 10G;2,000;10,98;5,49;6,52;0,00;1,02;4,46;31,37;68,40;0,03;8,33;;;
18/02/2026;;00000000001490;CHA LEAO FUZE CAPIM CIDREIRA 10G;1,000;4,99;4,99;3,26;1,00;0,37;1,73;7,27;53,07;0,01;8,35;;;
18/02/2026;;00000000001502;BOLO ANA MARIA BAUNILHA 70G;3,000;14,97;4,99;10,77;0,00;1,38;4,20;18,81;39,00;0,03;8,38;;;
18/02/2026;;00000000001503;BOLO ANA MARIA CHOCOLATE 70G;6,000;29,94;4,99;19,38;0,00;2,77;10,56;26,02;54,49;0,08;8,46;;;
18/02/2026;;00000000001506;BISC PETYAN COCO 350G;3,000;17,07;5,69;8,67;0,00;1,58;8,40;39,96;96,89;0,06;8,52;;;
18/02/2026;;00000000001514;MILHARINA QUAKER 500G;1,000;6,79;6,79;3,77;1,36;0,00;3,02;24,48;80,11;0,02;8,54;;;
18/02/2026;;00000000001524;CAFE PIMPINELA TRAD 500G;1,000;35,89;35,89;25,17;2,51;0,00;10,72;22,87;42,59;0,08;8,62;;;
18/02/2026;;00000000001531;REFRI COCA COLA ORIGINAL 2L GL;16,000;199,84;12,49;127,84;0,00;0,00;72,00;36,03;56,32;0,54;9,16;;;
18/02/2026;;00000000001534;REFRI COCA COLA 600ML GL;4,000;27,96;6,99;17,96;0,00;0,00;10,00;35,77;55,68;0,07;9,24;;;
18/02/2026;;00000000001538;REFRI ANTARCTICA GUARANA 600ML GL;1,000;5,99;5,99;3,84;0,00;0,00;2,15;35,89;55,99;0,02;9,25;;;
18/02/2026;;00000000001557;FANDANGOS PRESUNTO 105G;1,000;9,99;9,99;5,87;0,00;0,92;4,12;31,99;70,19;0,03;9,28;;;
18/02/2026;;00000000001568;REFRI FANTA UVA LT 350ML GL;1,000;4,49;4,49;2,75;0,00;0,00;1,74;38,75;63,27;0,01;9,30;;;
18/02/2026;;00000000001579;CHOCOLATE EM PO APTI 200G;1,000;12,99;12,99;8,63;0,00;1,20;4,36;24,31;50,52;0,03;9,33;;;
18/02/2026;;00000000001581;MARGARINA DELICIA CREMOSA 250G;2,000;11,98;5,99;7,92;0,84;0,00;4,06;26,88;51,26;0,03;9,36;;;
18/02/2026;;00000000001609;OLEO LIZA SOJA 900ML;33,000;250,06;7,58;220,77;17,51;0,00;29,29;4,71;13,27;0,22;9,58;;;
18/02/2026;;00000000001612;FILTRO DE PAPEL MELITTA 103;2,000;10,98;5,49;6,60;0,00;1,02;4,38;30,64;66,36;0,03;9,61;;;
18/02/2026;;00000000001613;FILTRO DE PAPEL MELITTA 102;3,000;16,43;5,48;9,90;0,00;1,52;6,53;30,49;65,96;0,05;9,66;;;
18/02/2026;;00000000001626;ALCOOL MONTENEGRO 92 1L;2,000;29,98;14,99;18,18;0,00;0,00;11,80;39,36;64,91;0,09;9,75;;;
18/02/2026;;00000000001673;BOLO ANA MARIA GOTAS CHOCOLATE 70G;3,000;14,97;4,99;10,77;0,00;1,38;4,20;18,81;39,00;0,03;9,78;;;
18/02/2026;;00000000001675;PAO DE FORMA PLUSVITA INTEGRAL 480G;2,000;20,98;10,49;12,52;0,00;1,94;8,46;31,07;67,57;0,06;9,84;;;
18/02/2026;;00000000001703;LEITE COND ITALAC TP 395G;7,000;45,43;6,49;33,95;0,00;4,20;11,48;16,02;33,81;0,09;9,93;;;
18/02/2026;;00000000001704;LEITE COCO MENINA 500ML;2,000;22,58;11,29;14,58;4,52;1,67;8,00;8,03;54,87;0,06;9,99;;;
18/02/2026;;00000000001708;DET LIQ LIMPOL MACA 500ML;2,000;6,34;3,17;3,78;0,00;0,59;2,56;31,13;67,72;0,02;10,01;;;
18/02/2026;;00000000001714;DET LIQ LIMPOL NEUTRO 500ML;1,000;3,19;3,19;2,05;0,00;0,30;1,14;26,49;55,61;0,01;10,02;;;
18/02/2026;;00000000001766;SARDINHA GOMES DA COSTA TOMATE 125G;1,000;7,29;7,29;4,63;0,00;0,67;2,66;27,24;57,45;0,02;10,04;;;
18/02/2026;;00000000001776;BISC CADORE MAIZENA 360G;1,000;5,19;5,19;3,45;0,00;0,48;1,74;24,28;50,43;0,01;10,05;;;
18/02/2026;;00000000001779;MASSA SEMOLA CADORE GUELA 500G;1,000;4,79;4,79;3,17;0,34;0,00;1,62;26,81;51,10;0,01;10,06;;;
18/02/2026;;00000000001783;MASSA SEMOLA CADORE PARAFUSO TRIC 500G;1,000;6,79;6,79;4,29;0,00;0,00;2,50;36,82;58,28;0,02;10,08;;;
18/02/2026;;00000000001785;MASSA SEMOLA CADORE NINHO 500G;1,000;6,79;6,79;4,29;0,48;0,00;2,50;29,81;58,28;0,02;10,10;;;
18/02/2026;;00000000001806;SAL AJI SAL 250G;1,000;7,49;7,49;4,82;0,00;0,69;2,67;26,40;55,39;0,02;10,12;;;
18/02/2026;;00000000001827;REFRI FANTA LARANJA 2L GL;4,000;37,96;9,49;24,28;0,00;0,00;13,68;36,04;56,34;0,10;10,22;;;
18/02/2026;;00000000001828;REFRI SPRITE ZERO 2L GL;2,000;18,98;9,49;12,14;0,00;0,00;6,84;36,04;56,34;0,05;10,27;;;
18/02/2026;;00000000001834;CALDO KNORR CARNE 57G;1,000;3,45;3,45;1,96;0,69;0,26;1,49;15,79;76,02;0,01;10,29;;;
18/02/2026;;00000000001857;MARGARINA QUALY CREMOSA  C/SAL 250G;4,000;27,96;6,99;17,84;1,96;0,00;10,12;29,18;56,73;0,08;10,36;;;
18/02/2026;;00000000001858;MARGARINA QUALY CREM C/SAL 500G;15,000;171,38;11,43;104,25;11,99;0,00;67,13;32,17;64,39;0,50;10,86;;;
18/02/2026;;00000000001872;ARROZ FAZENDA BRANCO 1KG;2,000;8,98;4,49;5,34;0,00;0,00;3,64;40,53;68,16;0,03;10,89;;;
18/02/2026;;00000000001873;ARROZ FANTASTICO PARBOILIZADO 1KG;2,000;9,78;4,89;6,34;0,00;0,00;3,44;35,17;54,26;0,03;10,92;;;
18/02/2026;;00000000001874;COLA THREE BOND 2G;1,000;2,49;2,49;1,11;0,50;0,18;1,38;28,02;124,32;0,01;10,93;;;
18/02/2026;;00000000001882;ARROZ CARRETEIRO BRANCO 5KG;1,000;21,89;21,89;16,83;0,00;0,00;5,06;23,12;30,07;0,04;10,96;;;
18/02/2026;;00000000001883;ARROZ COPARROZ BRANCO TP2 5KG;3,000;64,47;21,49;38,01;0,00;0,00;26,46;41,04;69,61;0,20;11,16;;;
18/02/2026;;00000000001918;AGUA NESTLE 15L GL;35,000;122,15;3,49;52,85;24,43;0,00;69,30;36,73;131,13;0,52;11,68;;;
18/02/2026;;00000000001942;LASANHA SEARA BOLONHESA 600G;3,000;59,97;19,99;39,42;0,00;0,00;20,55;34,27;52,13;0,15;11,84;;;
18/02/2026;;00000000001948;PIZZA SEARA CALABRESA 440G;1,000;23,99;23,99;14,97;0,00;2,22;9,02;28,35;60,25;0,07;11,90;;;
18/02/2026;;00000000001952;TEKITOS QUEIJO OREGANO 300G;2,000;20,98;10,49;13,70;0,00;1,94;7,28;25,45;53,14;0,05;11,96;;;
18/02/2026;;00000000001953;TEKITOS SEARA TRADICIONAL 300G;4,000;39,67;9,92;27,40;0,00;3,67;12,27;21,68;44,78;0,09;12,05;;;
18/02/2026;;00000000001958;GUARAVITA 290ML GL;6,000;9,54;1,59;5,52;1,91;0,00;4,02;22,14;72,83;0,03;12,08;;;
18/02/2026;;00000000001960;BEB LAC FRUTTBOM MORANGO 450G;2,000;9,98;4,99;6,38;0,00;0,00;3,60;36,07;56,43;0,03;12,11;;;
18/02/2026;;00000000001962;BEB LAC FRUTTBOM MORANGO 900G;1,000;8,49;8,49;5,31;0,00;0,00;3,18;37,46;59,89;0,02;12,13;;;
18/02/2026;;00000000001974;PEDRA SAN Q ODOR FLORAL 40G;1,000;3,59;3,59;1,99;0,72;0,27;1,60;17,17;80,40;0,01;12,14;;;
18/02/2026;;00000000001976;PEDRA SAN Q ODOR MARINE 40G;1,000;3,59;3,59;1,99;0,72;0,27;1,60;17,17;80,40;0,01;12,15;;;
18/02/2026;;00000000001977;PEDRA SAN Q ODOR LAVANDA 40G;1,000;3,59;3,59;1,87;0,72;0,27;1,72;20,51;91,98;0,01;12,17;;;
18/02/2026;;00000000001980;AP BARB PROBAK2 UND;2,000;4,49;2,24;2,46;0,00;0,42;2,03;35,96;82,52;0,02;12,18;;;
18/02/2026;;00000000001983;VINHO DOM BOSCO TINTO SUAVE 750ML;1,000;19,49;19,49;10,79;3,90;1,44;8,70;17,24;80,63;0,07;12,25;;;
18/02/2026;;00000000001990;CR DENTAL SORRISO FRESH HORTELA 90G;1,000;6,99;6,99;4,31;0,49;0,00;2,68;31,33;62,18;0,02;12,27;;;
18/02/2026;;00000000001996;MARGARINA CLAYBOM CREMOSA 250G;4,000;17,96;4,49;10,84;1,26;0,00;7,12;32,65;65,68;0,05;12,32;;;
18/02/2026;;00000000002007;BISC OREO ORIGINAL 90G;8,000;39,92;4,99;25,76;0,00;3,69;14,16;26,22;54,97;0,11;12,43;;;
18/02/2026;;00000000002009;CHOC OURO BRANCO 20G;3,000;4,47;1,49;2,85;0,00;0,41;1,62;26,99;56,84;0,01;12,44;;;
18/02/2026;;00000000002021;SB PASTOSO VITRAL 500G;1,000;8,49;8,49;5,33;1,70;0,63;3,16;9,82;59,29;0,02;12,46;;;
18/02/2026;;00000000002028;LEITE FERM CHAMYTO 450G;6,000;59,34;9,89;38,16;11,87;0,00;21,18;15,69;55,50;0,16;12,62;;;
18/02/2026;;00000000002058;ALGODAO APOLO BOLAS 50G;1,000;3,99;3,99;2,55;0,80;0,30;1,44;8,69;56,47;0,01;12,63;;;
18/02/2026;;00000000002077;TEMPERO CORINTO COMP C PIMENTA 280G;1,000;7,69;7,69;4,93;1,54;0,57;2,76;8,49;55,98;0,02;12,65;;;
18/02/2026;;00000000002112;AMAC VIDA MACIA CAMOMILA 1L;1,000;13,99;13,99;8,99;0,00;1,29;5,00;26,49;55,62;0,04;12,69;;;
18/02/2026;;00000000002159;PILHA RAYOVAC  AAA PALITO C 4;1,000;8,19;8,19;5,11;1,64;0,61;3,08;10,21;60,27;0,02;12,71;;;
18/02/2026;;00000000002160;PILHA RAYOVAC AA 4UND;1,000;7,49;7,49;4,70;1,50;0,55;2,79;9,85;59,36;0,02;12,73;;;
18/02/2026;;00000000002161;AP BARBEAR BIC COMFORT2;1,000;3,99;3,99;1,67;0,00;0,37;2,32;48,90;138,92;0,02;12,75;;;
18/02/2026;;00000000002190;BATATA LAYS FRG GRELHADO 70G;1,000;11,99;11,99;0,00;0,00;1,11;11,99;90,75;0,00;0,09;12,84;;;
18/02/2026;;00000000002202;PAO FORMA PANCO PREMIUM 500G;15,000;148,95;9,93;96,90;10,44;11,02;52,05;20,54;53,72;0,39;13,23;;;
18/02/2026;;00000000002227;MILHO PIPOCA CAMPISTA 500G;2,000;8,98;4,49;5,50;1,80;0,66;3,48;11,35;63,27;0,03;13,26;;;
18/02/2026;;00000000002266;AMAC PELOUCHE HARMONIA 2L;2,000;13,98;6,99;8,90;0,00;1,29;5,08;27,09;57,08;0,04;13,30;;;
18/02/2026;;00000000002295;BISNAGUINHA  PANCO 300G;8,000;79,87;9,98;52,48;0,00;7,39;27,39;25,04;52,19;0,21;13,50;;;
18/02/2026;;00000000002311;DESINF BARRA PINHO FLORAL 2L;2,000;13,90;6,95;8,38;2,78;1,03;5,52;12,31;65,87;0,04;13,54;;;
18/02/2026;;00000000002312;DESINF BARRA PINHO TRAD 2L;1,000;6,99;6,99;4,19;1,40;0,52;2,80;12,66;66,83;0,02;13,56;;;
18/02/2026;;00000000002326;WAFER PANCO CHOC 140G;4,000;13,96;3,49;8,96;0,00;1,29;5,00;26,57;55,80;0,04;13,60;;;
18/02/2026;;00000000002330;BISC PIRAQUE C CRACKER 184G;2,000;9,74;4,87;6,98;0,00;0,90;2,76;19,09;39,54;0,02;13,62;;;
18/02/2026;;00000000002332;REQUEIJAO E DE MINAS 200G;2,000;8,98;4,49;5,70;1,80;0,00;3,28;16,53;57,54;0,02;13,65;;;
18/02/2026;;00000000002357;NESTLE MORANGO C/CALDA 150G;5,000;24,45;4,89;15,05;0,00;0,00;9,40;38,45;62,46;0,07;13,72;;;
18/02/2026;;00000000002366;LEITE COND PIRACANJUBA SEMI TP 395G;25,000;174,35;6,97;126,50;34,87;0,00;47,85;7,44;37,83;0,36;14,07;;;
18/02/2026;;00000000002368;TRIDENT HORTELA 8G;5,000;14,95;2,99;9,05;2,99;1,11;5,90;12,06;65,19;0,04;14,12;;;
18/02/2026;;00000000002369;TRIDENT MENTA  8G;2,000;5,98;2,99;3,62;1,20;0,44;2,36;12,06;65,19;0,02;14,14;;;
18/02/2026;;00000000002484;NECTAR DELL VALLE UVA 1L;1,000;10,99;10,99;6,88;2,20;0,81;4,11;10,00;59,74;0,03;14,17;;;
18/02/2026;;00000000002487;NECTAR DELL VALLE PESSEGO 1L;2,000;21,98;10,99;13,76;4,40;1,63;8,22;10,00;59,74;0,06;14,23;;;
18/02/2026;;00000000002504;STRAIK GEL MATA BARATAS 10G;1,000;18,49;18,49;11,64;3,70;1,37;6,85;9,65;58,85;0,05;14,28;;;
18/02/2026;;00000000002521;DESINF BAK YPE LAVANDA 500ML;2,000;9,58;4,79;5,78;1,92;0,71;3,80;12,27;65,74;0,03;14,31;;;
18/02/2026;;00000000002522;DESINF BAK YPE FLORAL 500ML;1,000;4,79;4,79;2,89;0,96;0,35;1,90;12,27;65,74;0,01;14,32;;;
18/02/2026;;00000000002528;MOLHO PIMENTA GOTA 150ML;2,000;7,02;3,51;5,18;0,00;0,65;1,84;16,96;35,52;0,01;14,34;;;
18/02/2026;;00000000002533;CAFE SOLUV 3 CORACOES TRAD REF 40G;1,000;10,99;10,99;7,19;0,77;0,00;3,80;27,57;52,85;0,03;14,37;;;
18/02/2026;;00000000002544;CUSCUZ MARATA 500G;1,000;3,19;3,19;2,01;0,64;0,24;1,18;9,59;58,71;0,01;14,37;;;
18/02/2026;;00000000002545;FLOCAO MARATA 500G;6,000;17,42;2,90;9,54;3,48;0,00;7,88;25,24;82,60;0,06;14,43;;;
18/02/2026;;00000000002569;TRIDENT MELANCIA 8G;2,000;5,98;2,99;3,52;1,20;0,44;2,46;13,74;69,89;0,02;14,45;;;
18/02/2026;;00000000002570;TRIDENT TUTTI FRUTT 8G;1,000;2,99;2,99;1,81;0,60;0,22;1,18;12,06;65,19;0,01;14,46;;;
18/02/2026;;00000000002575;CHOC BATON AO LEITE 16G;4,000;9,96;2,49;5,80;0,00;0,92;4,16;32,52;71,72;0,03;14,49;;;
18/02/2026;;00000000002610;REFRI COCA COLA ZERO 2L GL;5,000;62,45;12,49;39,95;0,00;0,00;22,50;36,03;56,32;0,17;14,66;;;
18/02/2026;;00000000002611;REFRI ANTARCTICA GUARANA  ZERO 2L GL;4,000;43,56;10,89;27,60;0,00;0,00;15,96;36,64;57,83;0,12;14,78;;;
18/02/2026;;00000000002623;ABS DIANA ACTIVE SV C/ABAS 8UND;2,000;9,78;4,89;5,66;0,00;0,90;4,12;32,88;72,79;0,03;14,81;;;
18/02/2026;;00000000002624;ABS DIANA ACTIVE SUAV S/ABAS 8UND;1,000;4,79;4,79;2,86;0,00;0,44;1,93;31,04;67,48;0,01;14,83;;;
18/02/2026;;00000000002629;PAPEL HIG COTTON LUXE F/DUPLA 4RLS;1,000;8,59;8,59;4,66;0,60;0,00;3,93;38,74;84,33;0,03;14,85;;;
18/02/2026;;00000000002637;SARDINHA COQUEIRO EM OLEO 125G;5,000;39,45;7,89;24,75;0,00;3,65;14,70;28,01;59,39;0,11;14,96;;;
18/02/2026;;00000000002638;KETCHUP PREDILECTA PICANTE 400G;3,000;14,97;4,99;11,07;0,00;1,38;3,90;16,80;35,23;0,03;14,99;;;
18/02/2026;;00000000002672;PANETTONE BAUDUCCO FRUTAS 400G;1,000;16,49;16,49;16,99;3,30;1,22;-0,50;-30,43;-2,94;0,00;14,99;;;
18/02/2026;;00000000002697;PILHA DURACELL AA;1,000;14,49;14,49;8,99;2,90;1,07;5,50;10,56;61,18;0,04;15,03;;;
18/02/2026;;00000000002711;MANTEIGA KREMINAS 200G;5,000;53,91;10,78;34,95;10,78;0,00;18,96;15,17;54,25;0,14;15,17;;;
18/02/2026;;00000000002712;REQUEIJAO NESTLE TRAD 200G;6,000;77,14;12,86;48,12;15,43;0,00;29,02;17,62;60,31;0,22;15,39;;;
18/02/2026;;00000000002720;ROSQ MABEL BANANA CANELA 300G;2,000;9,48;4,74;6,98;0,00;0,88;2,50;17,12;35,82;0,02;15,41;;;
